,playerid,name,twit_url,twit_handle,insta_url,insta_handle,twit_id,twit_followers_count,twit_tweet_count,tweet_retweet_count,tweet_reply_count,tweet_like_count,tweet_quote_count,pos,age,tm,g,gs,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,efgpct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,dist,pct_of_fga_by_distance_2p,pct_of_fga_by_distance_0to3,pct_of_fga_by_distance_3to10,pct_of_fga_by_distance_10to16,pct_of_fga_by_distance_16to3p,pct_of_fga_by_distance_3p,fgpct_by_distance_2p,fgpct_by_distance_0to3,fgpct_by_distance_3to10,fgpct_by_distance_10to16,fgpct_by_distance_16to3p,fgpct_by_distance_3p,pct_of_fg_astd_2p,pct_of_fg_astd_3p,dunks_pctfga,dunks_num,corner_3s_pct3pa,corner_3s_3ppct,heaves_att,heaves_num,salary_2021_22,br_name,br_url,twit_likes_per_post,inst_id,inst_followers,inst_follows,inst_posts,inst_likes_12,inst_comments_12,inst_likes_per_week,inst_comments_per_week
280,1630222,Mason Jones,https://twitter.com/masonjones2,masonjones2,https://instagram.com/_masonjones15,_masonjones15,298890611,15759,10305,6937,28,5808,6,SG,23.0,LAL,2.0,0.0,9.0,2.0,8.0,0.25,0.0,2.0,0.0,2.0,6.0,0.333,0.25,1.0,2.0,0.5,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,8.8,0.75,0.375,0.375,0.0,0.0,0.25,0.333,0.667,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295125,Mason Jones,https://www.basketball-reference.com/players/j/jonesma05.html,0.5636098981077147,1713147787,24726,213,16,11599,343,1476.2363636363636,43.654545454545456
281,1629635,Sekou Doumbouya,https://twitter.com/sekou_doums,sekou_doums,https://instagram.com/sekou_doumbouya_,sekou_doumbouya_,3327978010,26342,191,6229,67,3882,56,PF,21.0,LAL,2.0,0.0,16.0,5.0,8.0,0.625,1.0,2.0,0.5,4.0,6.0,0.667,0.688,3.0,4.0,0.75,2.0,4.0,6.0,0.0,3.0,2.0,2.0,1.0,14.0,8.9,0.75,0.5,0.25,0.0,0.0,0.25,0.667,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3908141,Sekou Doumbouya,https://www.basketball-reference.com/players/d/doumbse01.html,20.32460732984293,969489645,94745,562,8,22797,155,1697.648936170213,11.54255319148936
282,1628369,Jayson Tatum,https://twitter.com/jaytatum0,jaytatum0,https://instagram.com/jaytatum0,jaytatum0,448562247,885260,17711,58537,5490,612005,3714,SF,23.0,BOS,52.0,52.0,1874.0,463.0,1075.0,0.431,143.0,436.0,0.328,320.0,639.0,0.501,0.497,258.0,307.0,0.84,61.0,376.0,437.0,214.0,50.0,36.0,151.0,123.0,1327.0,15.6,0.594,0.211,0.172,0.099,0.113,0.406,0.501,0.696,0.4,0.321,0.446,0.328,0.4,0.545,0.042,43.0,0.122,0.358,2.0,0.0,28103500,Jayson Tatum,https://www.basketball-reference.com/players/t/tatumja01.html,34.55507876460956,41157727,4063413,822,845,2956124,12919,173889.64705882352,759.9411764705883
283,1628408,P.J. Dozier,https://twitter.com/Dozier_Kid,Dozier_Kid,https://instagram.com/dozier_kid,dozier_kid,498470505,19802,1022,232,130,5283,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910860,P.J. Dozier,https://www.basketball-reference.com/players/d/doziepj01.html,5.169275929549902,183161137,67840,1723,250,23697,677,1417.7692307692307,40.5042735042735
284,1627759,Jaylen Brown,https://twitter.com/FCHWPO,FCHWPO,https://instagram.com/fchwpo,fchwpo,419181069,492563,3181,112530,4212,256291,2598,SF,25.0,BOS,42.0,42.0,1435.0,366.0,794.0,0.461,112.0,321.0,0.349,254.0,473.0,0.537,0.531,159.0,203.0,0.783,34.0,241.0,275.0,134.0,45.0,15.0,123.0,109.0,1003.0,16.0,0.596,0.173,0.218,0.097,0.108,0.404,0.537,0.774,0.399,0.494,0.477,0.349,0.469,0.813,0.026,16.0,0.209,0.388,2.0,0.0,26758928,Jaylen Brown,https://www.basketball-reference.com/players/b/brownja02.html,80.56931782458346,143989928,2454849,957,153,721110,3821,42418.23529411765,224.76470588235293
285,1626196,Josh Richardson,https://twitter.com/J_Rich1,J_Rich1,https://instagram.com/jrich_0,jrich_0,61288678,79151,13996,31346,995,27690,179,SG,28.0,BOS,44.0,0.0,1087.0,152.0,343.0,0.443,62.0,156.0,0.397,90.0,187.0,0.481,0.534,61.0,71.0,0.859,26.0,99.0,125.0,66.0,34.0,23.0,39.0,82.0,427.0,17.4,0.545,0.105,0.155,0.175,0.111,0.455,0.481,0.694,0.453,0.4,0.447,0.397,0.444,0.984,0.012,3.0,0.218,0.353,0.0,0.0,11615328,Josh Richardson,https://www.basketball-reference.com/players/r/richajo01.html,1.9784224064018288,6582531,280687,1051,959,106657,1407,9571.78205128205,126.26923076923076
286,1629641,Romeo Langford,https://twitter.com/yeahyeah22,yeahyeah22,https://instagram.com/yeahyeah22,yeahyeah22,3371792158,58043,5071,13727,0,0,0,SG,22.0,BOS,44.0,5.0,728.0,79.0,184.0,0.429,29.0,83.0,0.349,50.0,101.0,0.495,0.508,20.0,34.0,0.588,30.0,74.0,104.0,19.0,21.0,16.0,16.0,46.0,207.0,15.6,0.549,0.207,0.228,0.076,0.038,0.451,0.495,0.711,0.357,0.429,0.286,0.349,0.7,0.966,0.043,7.0,0.518,0.326,1.0,0.0,3804360,Romeo Langford,https://www.basketball-reference.com/players/l/langfro01.html,0.0,1466997576,178650,399,72,30780,401,3714.827586206896,48.39655172413793
287,1629626,Bol Bol,https://twitter.com/BolBol,BolBol,https://instagram.com/bolbol,bolbol,186981881,83281,105,1076,0,0,0,PF,22.0,DEN,14.0,0.0,81.0,15.0,27.0,0.556,1.0,4.0,0.25,14.0,23.0,0.609,0.574,2.0,5.0,0.4,4.0,16.0,20.0,5.0,1.0,2.0,4.0,4.0,33.0,10.6,0.852,0.296,0.185,0.296,0.074,0.148,0.609,0.875,0.8,0.375,0.0,0.25,1.0,1.0,0.222,5.0,0.25,0.0,0.0,0.0,2161152,Bol Bol,https://www.basketball-reference.com/players/b/bolbo01.html,0.0,186295512,1018683,38,13,339496,3036,38330.19354838709,342.7741935483871
288,1630202,Payton Pritchard,https://twitter.com/paytonpritch3,paytonpritch3,https://instagram.com/paytonpritch3,paytonpritch3,533340704,43352,3527,2704,0,0,0,SG,24.0,BOS,45.0,2.0,548.0,79.0,205.0,0.385,46.0,124.0,0.371,33.0,81.0,0.407,0.498,14.0,14.0,1.0,12.0,58.0,70.0,75.0,8.0,4.0,29.0,39.0,218.0,21.4,0.395,0.088,0.098,0.073,0.137,0.605,0.407,0.611,0.35,0.333,0.357,0.371,0.273,0.717,0.005,1.0,0.121,0.6,0.0,0.0,2137440,Payton Pritchard,https://www.basketball-reference.com/players/p/pritcpa01.html,0.0,331971684,187497,1086,249,107857,716,8988.083333333334,59.66666666666666
289,1629684,Grant Williams,https://twitter.com/Grant2Will,Grant2Will,https://instagram.com/grantwill2,grantwill2,1005432853,72477,6416,138062,1051,37258,524,PF,23.0,BOS,51.0,13.0,1165.0,125.0,259.0,0.483,75.0,175.0,0.429,50.0,84.0,0.595,0.627,43.0,48.0,0.896,40.0,126.0,166.0,56.0,26.0,36.0,39.0,110.0,368.0,18.3,0.324,0.143,0.124,0.039,0.019,0.676,0.595,0.784,0.594,0.2,0.0,0.429,0.74,1.0,0.019,5.0,0.469,0.512,0.0,0.0,2617800,Grant Williams,https://www.basketball-reference.com/players/w/willigr01.html,5.807044887780549,177109532,147879,1352,249,142774,1782,9253.87037037037,115.5
290,202683,Enes Freedom,https://twitter.com/EnesFreedom,EnesFreedom,https://instagram.com/enesfreedom,enesfreedom,302111485,600070,11883,311932,58780,1011479,37736,C,29.0,BOS,35.0,1.0,411.0,51.0,97.0,0.526,2.0,5.0,0.4,49.0,92.0,0.533,0.536,24.0,28.0,0.857,61.0,99.0,160.0,8.0,5.0,14.0,20.0,42.0,128.0,4.4,0.948,0.557,0.33,0.041,0.021,0.052,0.533,0.537,0.5,0.5,1.0,0.4,0.388,1.0,0.031,2.0,0.2,1.0,0.0,0.0,2641691,Enes Freedom,https://www.basketball-reference.com/players/k/kanteen01.html,85.11983505848691,2162452000,1501944,0,3564,151657,7635,55873.63157894737,2812.894736842105
291,1630174,Aaron Nesmith,https://twitter.com/aaronnesmith24,aaronnesmith24,https://instagram.com/aaron_nesmith,aaron_nesmith,1328824678807465987,22921,31,5,0,0,0,SF,22.0,BOS,39.0,1.0,398.0,46.0,130.0,0.354,17.0,82.0,0.207,29.0,48.0,0.604,0.419,13.0,16.0,0.813,10.0,54.0,64.0,12.0,12.0,2.0,21.0,47.0,122.0,18.3,0.369,0.115,0.162,0.031,0.062,0.631,0.604,0.8,0.476,0.25,0.75,0.207,0.828,1.0,0.038,5.0,0.402,0.182,0.0,0.0,3631200,Aaron Nesmith,https://www.basketball-reference.com/players/n/nesmiaa01.html,0.0,295794871,72418,596,37,44271,358,3296.776595744681,26.659574468085104
292,1628981,Bruno Fernando,https://twitter.com/BrunoFernandoMV,BrunoFernandoMV,https://instagram.com/the_angolan_bf,the_angolan_bf,3371781221,22965,1863,64116,134,6018,39,C,23.0,BOS,20.0,0.0,58.0,7.0,14.0,0.5,1.0,1.0,1.0,6.0,13.0,0.462,0.536,4.0,5.0,0.8,7.0,8.0,15.0,4.0,0.0,3.0,5.0,6.0,19.0,17.9,0.929,0.5,0.071,0.143,0.214,0.071,0.462,0.571,0.0,0.5,0.333,1.0,0.5,1.0,0.143,2.0,0.0,0.0,0.0,0.0,1782621,Bruno Fernando,https://www.basketball-reference.com/players/f/fernabr01.html,3.2302737520128826,464083393,72787,692,15,14998,410,1841.8596491228072,50.35087719298246
293,1630573,Sam Hauser,https://twitter.com/Big_Smooth10,Big_Smooth10,https://instagram.com/sam.hauser_,sam.hauser_,594908495,8971,4609,8270,2,97,1,SF,24.0,BOS,10.0,0.0,41.0,4.0,14.0,0.286,4.0,14.0,0.286,0.0,0.0,,0.429,0.0,0.0,,1.0,5.0,6.0,1.0,1.0,1.0,0.0,4.0,12.0,27.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,1.0,0.0,0.0,0.214,0.333,0.0,0.0,462629,Sam Hauser,https://www.basketball-reference.com/players/h/hausesa01.html,0.0210457799956606,462621423,16629,784,40,4265,71,542.8181818181819,9.036363636363635
294,203935,Marcus Smart,https://twitter.com/smart_MS3,smart_MS3,https://instagram.com/youngamechanger,youngamechanger,543954514,340383,3209,2129,2643,43497,207,PG,27.0,BOS,47.0,47.0,1549.0,190.0,459.0,0.414,71.0,225.0,0.316,119.0,234.0,0.509,0.491,91.0,115.0,0.791,29.0,157.0,186.0,252.0,86.0,14.0,97.0,116.0,542.0,16.5,0.51,0.142,0.257,0.074,0.037,0.49,0.509,0.692,0.466,0.441,0.235,0.316,0.395,0.958,0.015,6.0,0.262,0.305,2.0,0.0,14339285,Marcus Smart,https://www.basketball-reference.com/players/s/smartma01.html,13.554689934559052,256246990,600422,185,123,134389,43,8474.981981981982,2.7117117117117115
295,201143,Al Horford,https://twitter.com/Al_Horford,Al_Horford,https://instagram.com/alhorford,alhorford,78193153,355501,4534,3443,958,69406,500,C,35.0,BOS,47.0,47.0,1335.0,177.0,407.0,0.435,55.0,188.0,0.293,122.0,219.0,0.557,0.502,63.0,75.0,0.84,75.0,276.0,351.0,161.0,28.0,61.0,48.0,90.0,472.0,15.7,0.538,0.16,0.246,0.076,0.057,0.462,0.557,0.754,0.49,0.548,0.304,0.293,0.648,0.964,0.054,21.0,0.25,0.404,0.0,0.0,27000000,Al Horford,https://www.basketball-reference.com/players/h/horfoal01.html,15.307895897662108,10733526,540386,330,376,75182,933,5109.456310679612,63.40776699029127
296,1629057,Robert Williams III,https://twitter.com/rob_williamsIII,rob_williamsIII,https://instagram.com/williams.lll,williams.lll,301680035,48692,5718,125999,780,68794,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661976,Robert Williams III,https://www.basketball-reference.com/players/w/williro04.html,12.031129765652326,35348500,152331,1347,64,156782,1532,10759.549019607844,105.1372549019608
297,203471,Dennis Schroder,https://twitter.com/DennisMike93,DennisMike93,https://instagram.com/ds17_fg,ds17_fg,1171330003629273088,81,0,0,0,0,0,SG,28.0,BOS,49.0,25.0,1433.0,257.0,584.0,0.44,67.0,192.0,0.349,190.0,392.0,0.485,0.497,123.0,145.0,0.848,28.0,136.0,164.0,208.0,41.0,5.0,104.0,116.0,704.0,14.7,0.671,0.163,0.238,0.132,0.139,0.329,0.485,0.653,0.475,0.403,0.383,0.349,0.289,0.731,0.0,0.0,0.125,0.375,1.0,0.0,5890000,Dennis Schroder,https://www.basketball-reference.com/players/s/schrode01.html,,306626904,2125718,224,72,692185,7478,43261.5625,467.375
298,1630271,Brodric Thomas,,,https://instagram.com/best_as_can_bt3,best_as_can_bt3,0,0,0,0,0,0,0,SG,25.0,BOS,7.0,0.0,28.0,1.0,9.0,0.111,0.0,6.0,0.0,1.0,3.0,0.333,0.111,2.0,2.0,1.0,2.0,3.0,5.0,5.0,0.0,0.0,3.0,1.0,4.0,18.6,0.333,0.111,0.222,0.0,0.0,0.667,0.333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111,0.0,0.167,0.0,0.0,0.0,462629,Brodric Thomas,https://www.basketball-reference.com/players/t/thomabr01.html,,195243404,7063,602,65,3822,106,259.747572815534,7.203883495145631
299,203081,Damian Lillard,https://twitter.com/Dame_Lillard,Dame_Lillard,https://instagram.com/damianlillard,damianlillard,267425142,2955160,24549,67427,10356,420125,6329,PG,31.0,POR,29.0,29.0,1056.0,222.0,552.0,0.402,92.0,284.0,0.324,130.0,268.0,0.485,0.486,159.0,181.0,0.878,13.0,107.0,120.0,212.0,17.0,11.0,83.0,37.0,695.0,17.9,0.486,0.239,0.071,0.074,0.101,0.514,0.485,0.561,0.308,0.439,0.464,0.324,0.192,0.446,0.005,2.0,0.056,0.375,0.0,0.0,39344900,Damian Lillard,https://www.basketball-reference.com/players/l/lillada01.html,17.113731720233,175434065,9431706,2406,4363,2201208,11591,296316.4615384615,1560.326923076923
300,1629014,Anfernee Simons,https://twitter.com/AnferneeSimons,AnferneeSimons,https://instagram.com/antsimons,antsimons,236155682,32963,1389,69797,445,39068,116,SG,22.0,POR,50.0,23.0,1449.0,292.0,665.0,0.439,144.0,367.0,0.392,148.0,298.0,0.497,0.547,79.0,89.0,0.888,23.0,110.0,133.0,185.0,27.0,6.0,94.0,94.0,807.0,18.9,0.448,0.119,0.12,0.101,0.108,0.552,0.497,0.557,0.513,0.478,0.431,0.392,0.182,0.653,0.012,7.0,0.101,0.405,2.0,0.0,3938818,Anfernee Simons,https://www.basketball-reference.com/players/s/simonan01.html,28.126709863210944,52522573,195459,979,134,221420,2222,23845.23076923077,239.29230769230767
301,1630570,Trendon Watford,https://twitter.com/trendonw,trendonw,https://instagram.com/trendonw,trendonw,2309475188,16233,1663,7500,615,21895,89,SF,21.0,POR,30.0,0.0,364.0,56.0,96.0,0.583,0.0,10.0,0.0,56.0,86.0,0.651,0.583,21.0,31.0,0.677,24.0,63.0,87.0,27.0,9.0,14.0,20.0,49.0,133.0,7.1,0.896,0.385,0.385,0.094,0.031,0.104,0.651,0.811,0.568,0.444,0.333,0.0,0.607,0.0,0.042,4.0,0.4,0.0,0.0,0.0,462629,Trendon Watford,https://www.basketball-reference.com/players/w/watfotr01.html,13.165965123271196,249813743,53754,978,48,54088,800,3441.9636363636364,50.909090909090914
302,203468,CJ McCollum,https://twitter.com/CJMcCollum,CJMcCollum,https://instagram.com/3jmccollum,3jmccollum,92903456,579318,20795,24888,5547,301736,3602,SG,30.0,POR,36.0,36.0,1267.0,290.0,665.0,0.436,111.0,289.0,0.384,179.0,376.0,0.476,0.52,48.0,68.0,0.706,34.0,119.0,153.0,163.0,36.0,21.0,70.0,77.0,739.0,16.7,0.565,0.126,0.165,0.155,0.119,0.435,0.476,0.607,0.409,0.476,0.43,0.384,0.223,0.658,0.003,2.0,0.166,0.313,0.0,0.0,30864198,CJ McCollum,https://www.basketball-reference.com/players/m/mccolcj01.html,14.510026448665544,190420048,1409800,2160,1466,292991,4286,34182.28333333333,500.03333333333336
303,1630535,Greg Brown III,https://twitter.com/gb3elite,gb3elite,https://instagram.com/greg.brown03,greg.brown03,811761399647059968,22313,15508,36397,1424,37799,229,SF,20.0,POR,25.0,0.0,173.0,32.0,70.0,0.457,4.0,19.0,0.211,28.0,51.0,0.549,0.486,17.0,28.0,0.607,16.0,28.0,44.0,6.0,6.0,7.0,9.0,21.0,85.0,9.5,0.729,0.571,0.071,0.014,0.071,0.271,0.549,0.65,0.2,0.0,0.2,0.211,0.679,1.0,0.371,21.0,0.474,0.222,0.0,0.0,925258,Greg Brown III,https://www.basketball-reference.com/players/b/browngr01.html,2.4373871550167654,1514027415,279801,101,53,88574,486,9117.911764705885,50.02941176470589
304,1629642,Nassir Little,https://twitter.com/2ez_nassie,2ez_nassie,https://instagram.com/nassir,nassir,2516401399,42731,9735,273925,1928,55745,1102,SF,21.0,POR,42.0,23.0,1088.0,145.0,315.0,0.46,51.0,154.0,0.331,94.0,161.0,0.584,0.541,69.0,94.0,0.734,58.0,178.0,236.0,54.0,25.0,36.0,40.0,82.0,410.0,14.9,0.511,0.283,0.14,0.038,0.051,0.489,0.584,0.742,0.386,0.333,0.438,0.331,0.691,0.922,0.114,32.0,0.279,0.372,0.0,0.0,2316240,Nassir Little,https://www.basketball-reference.com/players/l/littlna01.html,5.7262455059065225,302606520,200156,909,92,89201,1400,5477.254385964912,85.96491228070175
305,1628372,Dennis Smith Jr.,https://twitter.com/Dennis1SmithJr,Dennis1SmithJr,https://instagram.com/desmith4,desmith4,311623066,182966,30012,4577,605,22361,460,PG,24.0,POR,37.0,4.0,638.0,79.0,189.0,0.418,6.0,27.0,0.222,73.0,162.0,0.451,0.434,42.0,64.0,0.656,20.0,68.0,88.0,132.0,45.0,12.0,51.0,52.0,206.0,9.0,0.857,0.354,0.307,0.09,0.106,0.143,0.451,0.522,0.431,0.235,0.45,0.222,0.329,0.5,0.026,3.0,0.222,0.333,0.0,0.0,1789256,Dennis Smith Jr.,https://www.basketball-reference.com/players/s/smithde03.html,0.7450686392109823,38227820,738438,1042,382,13655,99,1257.6973684210525,9.11842105263158
306,1626204,Larry Nance Jr.,https://twitter.com/Larrydn22,Larrydn22,https://www.instagram.com/larrydn7/,larrydn7,191165672,314160,3377,12661,889,159995,450,PF,29.0,POR,37.0,11.0,858.0,102.0,198.0,0.515,19.0,62.0,0.306,83.0,136.0,0.61,0.563,32.0,49.0,0.653,58.0,151.0,209.0,73.0,38.0,13.0,27.0,67.0,255.0,10.5,0.687,0.449,0.162,0.051,0.025,0.313,0.61,0.674,0.563,0.3,0.4,0.306,0.663,1.0,0.202,35.0,0.274,0.294,1.0,0.0,10690909,Larry Nance Jr.,https://www.basketball-reference.com/players/n/nancela02.html,47.37785016286645,19928040,463813,586,563,84450,749,5231.41592920354,46.39823008849557
307,1629604,CJ Elleby,https://twitter.com/EllebyCj,EllebyCj,https://instagram.com/cjelleby,cjelleby,2399027815,6034,747,592,2,160,0,SF,21.0,POR,32.0,4.0,441.0,51.0,124.0,0.411,16.0,52.0,0.308,35.0,72.0,0.486,0.476,17.0,20.0,0.85,27.0,62.0,89.0,34.0,17.0,5.0,15.0,47.0,135.0,14.2,0.581,0.274,0.177,0.081,0.048,0.419,0.486,0.588,0.364,0.5,0.333,0.308,0.6,0.938,0.032,3.0,0.269,0.214,1.0,0.0,1517981,CJ Elleby,https://www.basketball-reference.com/players/e/ellebcj01.html,0.214190093708166,6715387855,15301,1025,47,21957,430,1384.6756756756756,27.117117117117115
308,203503,Tony Snell,https://twitter.com/TonySnell21_,TonySnell21_,https://instagram.com/t.snell_,t.snell_,1413547332,21348,50,0,0,0,0,SG,30.0,POR,38.0,10.0,546.0,36.0,97.0,0.371,24.0,75.0,0.32,12.0,22.0,0.545,0.495,3.0,3.0,1.0,11.0,61.0,72.0,20.0,8.0,7.0,11.0,44.0,99.0,20.8,0.227,0.082,0.072,0.052,0.021,0.773,0.545,0.5,0.429,0.6,1.0,0.32,0.75,0.958,0.01,1.0,0.52,0.385,0.0,0.0,2389641,Tony Snell,https://www.basketball-reference.com/players/s/snellto01.html,0.0,3212652021,52676,10,14,5264,198,320.41739130434786,12.05217391304348
309,1629833,Keljin Blevins,https://twitter.com/KBlevs02,KBlevs02,https://instagram.com/kelblev_,kelblev_,359629667,2493,3887,2200,105,3443,21,SF,26.0,POR,12.0,0.0,73.0,9.0,23.0,0.391,6.0,14.0,0.429,3.0,9.0,0.333,0.522,0.0,2.0,0.0,2.0,6.0,8.0,4.0,0.0,0.0,6.0,5.0,24.0,17.5,0.391,0.217,0.087,0.043,0.043,0.609,0.333,0.4,0.5,0.0,0.0,0.429,1.0,0.833,0.043,0.0,0.286,0.5,0.0,0.0,462629,Keljin Blevins,https://www.basketball-reference.com/players/b/blevike01.html,0.8857730897864677,19984830,16456,1254,145,12928,469,822.6909090909091,29.845454545454547
310,203463,Ben McLemore,https://twitter.com/BenMcLemore,BenMcLemore,https://instagram.com/b_mclemore23,b_mclemore23,364970961,102203,2667,2849,161,11514,46,SG,28.0,POR,39.0,6.0,715.0,116.0,296.0,0.392,90.0,238.0,0.378,26.0,58.0,0.448,0.544,25.0,32.0,0.781,11.0,47.0,58.0,31.0,15.0,5.0,26.0,55.0,347.0,22.3,0.196,0.078,0.02,0.01,0.088,0.804,0.448,0.565,0.5,0.333,0.346,0.378,0.808,0.978,0.014,4.0,0.345,0.488,0.0,0.0,2389641,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html,4.317210348706412,29874123,377004,876,524,43105,726,5587.685185185185,94.11111111111111
311,1626181,Norman Powell,https://twitter.com/npowell2404,npowell2404,https://instagram.com/normanpowell4,normanpowell4,155674676,76601,3393,2401,874,31933,414,SF-SG,28.0,TOT,42.0,40.0,1380.0,262.0,570.0,0.46,98.0,240.0,0.408,164.0,330.0,0.497,0.546,168.0,208.0,0.808,18.0,116.0,134.0,88.0,41.0,19.0,65.0,98.0,790.0,14.5,0.579,0.263,0.172,0.053,0.091,0.421,0.497,0.573,0.408,0.5,0.442,0.408,0.512,0.888,0.028,13.0,0.317,0.382,0.0,0.0,15517242,Norman Powell,https://www.basketball-reference.com/players/p/powelno01.html,9.411435307987032,20845570,334354,492,447,181137,2435,12679.59,170.45
312,203994,Jusuf Nurkic,https://twitter.com/bosnianbeast27,bosnianbeast27,https://instagram.com/bosnianbeast27,bosnianbeast27,487962301,135178,5951,94323,2051,131280,1024,C,27.0,POR,53.0,53.0,1481.0,297.0,557.0,0.533,12.0,52.0,0.231,285.0,505.0,0.564,0.544,169.0,248.0,0.681,154.0,421.0,575.0,143.0,60.0,33.0,134.0,177.0,775.0,5.9,0.907,0.496,0.345,0.031,0.036,0.093,0.564,0.645,0.495,0.294,0.35,0.231,0.632,0.917,0.063,33.0,0.019,1.0,0.0,0.0,12000000,Jusuf Nurkic,https://www.basketball-reference.com/players/n/nurkiju01.html,22.06015795664594,309305169,419282,482,1606,153254,1028,44699.083333333336,299.83333333333337
313,203496,Robert Covington,https://twitter.com/Holla_At_Rob33,Holla_At_Rob33,https://instagram.com/atf_33,atf_33,233810051,107524,11974,821,584,21867,102,PF-SF,31.0,TOT,50.0,40.0,1483.0,136.0,353.0,0.385,83.0,240.0,0.346,53.0,113.0,0.469,0.503,37.0,45.0,0.822,45.0,239.0,284.0,69.0,76.0,65.0,61.0,138.0,392.0,18.7,0.32,0.173,0.108,0.02,0.02,0.68,0.469,0.607,0.316,0.286,0.286,0.346,0.585,0.964,0.02,6.0,0.2,0.479,0.0,0.0,12975471,Robert Covington,https://www.basketball-reference.com/players/c/covinro01.html,1.8262067813596128,211994399,256088,626,725,88337,1367,13442.58695652174,208.0217391304348
314,203469,Cody Zeller,https://twitter.com/CodyZeller,CodyZeller,https://instagram.com/codyzeller,codyzeller,259030794,142885,1075,964,142,12730,63,C,29.0,POR,27.0,0.0,355.0,51.0,90.0,0.567,0.0,4.0,0.0,51.0,86.0,0.593,0.567,38.0,49.0,0.776,50.0,75.0,125.0,22.0,8.0,6.0,19.0,56.0,140.0,3.7,0.956,0.644,0.267,0.033,0.011,0.044,0.593,0.621,0.542,0.333,1.0,0.0,0.725,0.0,0.211,16.0,0.25,0.0,0.0,0.0,2389641,Cody Zeller,https://www.basketball-reference.com/players/z/zelleco01.html,11.841860465116278,3205525207,41299,253,142,10799,251,640.6186440677966,14.889830508474576
315,1626153,Delon Wright,https://twitter.com/delonwright,delonwright,https://instagram.com/delonwright,delonwright,3225971468,33196,1104,0,11,21,0,SG,29.0,ATL,49.0,5.0,893.0,76.0,173.0,0.439,26.0,67.0,0.388,50.0,106.0,0.472,0.514,33.0,40.0,0.825,32.0,99.0,131.0,125.0,50.0,10.0,33.0,36.0,211.0,13.7,0.613,0.318,0.185,0.052,0.058,0.387,0.472,0.564,0.406,0.111,0.5,0.388,0.46,0.769,0.023,4.0,0.224,0.267,2.0,0.0,8526316,Delon Wright,https://www.basketball-reference.com/players/w/wrighde01.html,0.0190217391304347,3445332991,124672,337,53,20623,580,1473.071428571429,41.42857142857143
316,1630552,Jalen Johnson,https://twitter.com/Jalen_J23,Jalen_J23,https://instagram.com/jalenjohnson,jalenjohnson,2944276021,22738,1671,104,38,1434,46,PF,20.0,ATL,13.0,0.0,58.0,9.0,19.0,0.474,3.0,7.0,0.429,6.0,12.0,0.5,0.553,4.0,6.0,0.667,0.0,15.0,15.0,1.0,0.0,0.0,3.0,3.0,25.0,13.3,0.632,0.368,0.053,0.105,0.105,0.368,0.5,0.857,0.0,0.0,0.0,0.429,1.0,1.0,0.105,2.0,0.429,0.333,0.0,0.0,2659680,Jalen Johnson,https://www.basketball-reference.com/players/j/johnsja05.html,0.8581687612208259,274327947,138679,208,5,0,0,0.0,0.0
317,1630536,Sharife Cooper,https://twitter.com/SharifeCooper,SharifeCooper,https://instagram.com/sharife.cooper,sharife.cooper,3323463010,74401,2306,12892,539,64349,431,PG,20.0,ATL,10.0,0.0,35.0,3.0,14.0,0.214,1.0,6.0,0.167,2.0,8.0,0.25,0.25,0.0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,5.0,1.0,7.0,11.6,0.571,0.5,0.071,0.0,0.0,0.429,0.25,0.143,1.0,0.0,0.0,0.167,0.5,0.0,0.0,0.0,0.333,0.0,0.0,0.0,462629,Sharife Cooper,https://www.basketball-reference.com/players/c/coopesh01.html,27.905030355594103,259098131,887934,547,145,967739,4430,69836.83505154638,319.69072164948454
318,1628989,Kevin Huerter,https://twitter.com/KevinHuerter,KevinHuerter,https://instagram.com/kevin_huerter,kevin_huerter,551374030,39448,3744,1452,297,20911,136,SG,23.0,ATL,47.0,33.0,1367.0,213.0,460.0,0.463,89.0,236.0,0.377,124.0,224.0,0.554,0.56,28.0,35.0,0.8,20.0,129.0,149.0,133.0,28.0,14.0,63.0,104.0,543.0,17.5,0.487,0.115,0.15,0.141,0.08,0.513,0.554,0.736,0.522,0.477,0.486,0.377,0.516,0.876,0.002,1.0,0.242,0.351,2.0,0.0,4253357,Kevin Huerter,https://www.basketball-reference.com/players/h/huertke01.html,5.585202991452992,246921880,120999,805,84,56183,498,3511.4375,31.125
